"round","race","circuit","year","driver","driverRef","constructor","number","position","q1","q2","q3"
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,9,"1:34.440","1:34.034","1:33.719"
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Lance Stroll","stroll","Williams",18,10,"1:33.986","1:34.090","1:34.220"
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Carlos Sainz","sainz","Toro Rosso",55,11,"1:34.567","1:34.150",NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,12,"1:34.942","1:34.164",NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Fernando Alonso","alonso","McLaren",14,13,"1:34.499","1:34.372",NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Marcus Ericsson","ericsson","Sauber",9,14,"1:34.892","1:35.046",NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Antonio Giovinazzi","giovinazzi","Sauber",36,15,"1:34.963",NULL,NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,16,"1:35.023",NULL,NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,17,"1:35.223",NULL,NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,18,"1:35.279",NULL,NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Max Verstappen","max_verstappen","Red Bull",33,19,"1:35.433",NULL,NULL
2,"Chinese Grand Prix","Shanghai International Circuit",2017,"Esteban Ocon","ocon","Force India",31,20,"1:35.496",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Valtteri Bottas","bottas","Mercedes",77,1,"1:31.041","1:29.555","1:28.769"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Lewis Hamilton","hamilton","Mercedes",44,2,"1:30.814","1:29.535","1:28.792"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Sebastian Vettel","vettel","Ferrari",5,3,"1:31.037","1:29.596","1:29.247"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,4,"1:31.667","1:30.497","1:29.545"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,5,"1:30.988","1:29.843","1:29.567"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Max Verstappen","max_verstappen","Red Bull",33,6,"1:30.904","1:30.307","1:29.687"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Nico Hülkenberg","hulkenberg","Renault",27,7,"1:31.057","1:30.169","1:29.842"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Felipe Massa","massa","Williams",19,8,"1:31.373","1:30.677","1:30.074"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,9,"1:31.691","1:30.857","1:30.763"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,10,"1:31.458","1:30.899","1:31.074"
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,11,"1:31.531","1:30.923",NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Lance Stroll","stroll","Williams",18,12,"1:31.748","1:31.168",NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Pascal Wehrlein","wehrlein","Sauber",94,13,"1:31.995","1:31.414",NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Esteban Ocon","ocon","Force India",31,14,"1:31.774","1:31.684",NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Fernando Alonso","alonso","McLaren",14,15,"1:32.054",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Carlos Sainz","sainz","Toro Rosso",55,16,"1:32.118",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,17,"1:32.313",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Sergio Pérez","perez","Force India",11,18,"1:32.318",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Marcus Ericsson","ericsson","Sauber",9,19,"1:32.543",NULL,NULL
3,"Bahrain Grand Prix","Bahrain International Circuit",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,20,"1:32.900",NULL,NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Sebastian Vettel","vettel","Ferrari",5,1,"1:34.493","1:34.038","1:33.194"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,2,"1:34.953","1:33.663","1:33.253"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Valtteri Bottas","bottas","Mercedes",77,3,"1:34.041","1:33.264","1:33.289"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Lewis Hamilton","hamilton","Mercedes",44,4,"1:34.409","1:33.760","1:33.767"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,5,"1:35.560","1:35.483","1:34.905"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Felipe Massa","massa","Williams",19,6,"1:35.828","1:35.049","1:35.110"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Max Verstappen","max_verstappen","Red Bull",33,7,"1:35.301","1:35.221","1:35.161"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Nico Hülkenberg","hulkenberg","Renault",27,8,"1:35.507","1:35.328","1:35.285"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Sergio Pérez","perez","Force India",11,9,"1:36.185","1:35.513","1:35.337"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Esteban Ocon","ocon","Force India",31,10,"1:35.372","1:35.729","1:35.430"
4,"Russian Grand Prix","Sochi Autodrom",2017,"Carlos Sainz","sainz","Toro Rosso",55,11,"1:35.827","1:35.948",NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Lance Stroll","stroll","Williams",18,12,"1:36.279","1:35.964",NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,13,"1:35.984","1:35.968",NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,14,"1:36.408","1:36.017",NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Fernando Alonso","alonso","McLaren",14,15,"1:36.353","1:36.660",NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,16,"1:36.462",NULL,NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,17,"1:37.070",NULL,NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Pascal Wehrlein","wehrlein","Sauber",94,18,"1:37.332",NULL,NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Marcus Ericsson","ericsson","Sauber",9,19,"1:37.507",NULL,NULL
4,"Russian Grand Prix","Sochi Autodrom",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,20,"1:37.620",NULL,NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Lewis Hamilton","hamilton","Mercedes",44,1,"1:20.511","1:20.210","1:19.149"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Sebastian Vettel","vettel","Ferrari",5,2,"1:20.939","1:20.295","1:19.200"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Valtteri Bottas","bottas","Mercedes",77,3,"1:20.991","1:20.300","1:19.373"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,4,"1:20.742","1:20.621","1:19.439"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Max Verstappen","max_verstappen","Red Bull",33,5,"1:21.430","1:20.722","1:19.706"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,6,"1:21.704","1:20.855","1:20.175"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Fernando Alonso","alonso","McLaren",14,7,"1:22.015","1:21.251","1:21.048"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Sergio Pérez","perez","Force India",11,8,"1:21.998","1:21.239","1:21.070"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Felipe Massa","massa","Williams",19,9,"1:22.138","1:21.222","1:21.232"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Esteban Ocon","ocon","Force India",31,10,"1:21.901","1:21.148","1:21.272"
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,11,"1:21.945","1:21.329",NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Carlos Sainz","sainz","Toro Rosso",55,12,"1:21.941","1:21.371",NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Nico Hülkenberg","hulkenberg","Renault",27,13,"1:22.091","1:21.397",NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,14,"1:21.822","1:21.517",NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Pascal Wehrlein","wehrlein","Sauber",94,15,"1:22.327","1:21.803",NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Marcus Ericsson","ericsson","Sauber",9,16,"1:22.332",NULL,NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,17,"1:22.401",NULL,NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Lance Stroll","stroll","Williams",18,18,"1:22.411",NULL,NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,19,"1:22.532",NULL,NULL
5,"Spanish Grand Prix","Circuit de Barcelona-Catalunya",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,20,"1:22.746",NULL,NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,1,"1:13.117","1:12.231","1:12.178"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Sebastian Vettel","vettel","Ferrari",5,2,"1:13.090","1:12.449","1:12.221"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Valtteri Bottas","bottas","Mercedes",77,3,"1:13.325","1:12.901","1:12.223"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Max Verstappen","max_verstappen","Red Bull",33,4,"1:13.078","1:12.697","1:12.496"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,5,"1:13.219","1:13.011","1:12.998"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Carlos Sainz","sainz","Toro Rosso",55,6,"1:13.526","1:13.397","1:13.162"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Sergio Pérez","perez","Force India",11,7,"1:13.530","1:13.430","1:13.329"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,8,"1:13.786","1:13.203","1:13.349"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Jenson Button","button","McLaren",22,9,"1:13.723","1:13.453","1:13.613"
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,10,"1:13.476","1:13.249",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,11,"1:13.899","1:13.516",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Nico Hülkenberg","hulkenberg","Renault",27,12,"1:13.787","1:13.628",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,13,"1:13.531","1:13.959",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Lewis Hamilton","hamilton","Mercedes",44,14,"1:13.640","1:14.106",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Felipe Massa","massa","Williams",19,15,"1:13.796","1:20.529",NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Esteban Ocon","ocon","Force India",31,16,"1:14.101",NULL,NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,17,"1:14.696",NULL,NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Lance Stroll","stroll","Williams",18,18,"1:14.893",NULL,NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Pascal Wehrlein","wehrlein","Sauber",94,19,"1:15.159",NULL,NULL
6,"Monaco Grand Prix","Circuit de Monaco",2017,"Marcus Ericsson","ericsson","Sauber",9,20,"1:15.276",NULL,NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Lewis Hamilton","hamilton","Mercedes",44,1,"1:12.692","1:12.496","1:11.459"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Sebastian Vettel","vettel","Ferrari",5,2,"1:13.046","1:12.749","1:11.789"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Valtteri Bottas","bottas","Mercedes",77,3,"1:12.685","1:12.563","1:12.177"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,4,"1:13.548","1:12.580","1:12.252"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Max Verstappen","max_verstappen","Red Bull",33,5,"1:13.177","1:12.751","1:12.403"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,6,"1:13.543","1:12.810","1:12.557"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Felipe Massa","massa","Williams",19,7,"1:13.435","1:13.012","1:12.858"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Sergio Pérez","perez","Force India",11,8,"1:13.470","1:13.262","1:13.018"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Esteban Ocon","ocon","Force India",31,9,"1:13.520","1:13.320","1:13.135"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Nico Hülkenberg","hulkenberg","Renault",27,10,"1:13.804","1:13.406","1:13.271"
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,11,"1:13.802","1:13.690",NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Fernando Alonso","alonso","McLaren",14,12,"1:13.669","1:13.693",NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Carlos Sainz","sainz","Toro Rosso",55,13,"1:14.051","1:13.756",NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,14,"1:13.780","1:13.839",NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Jolyon Palmer","jolyon_palmer","Renault",30,15,"1:13.990","1:14.293",NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,16,"1:14.182",NULL,NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Lance Stroll","stroll","Williams",18,17,"1:14.209",NULL,NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,18,"1:14.318",NULL,NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Marcus Ericsson","ericsson","Sauber",9,19,"1:14.495",NULL,NULL
7,"Canadian Grand Prix","Circuit Gilles Villeneuve",2017,"Pascal Wehrlein","wehrlein","Sauber",94,20,"1:14.810",NULL,NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Lewis Hamilton","hamilton","Mercedes",44,1,"1:41.983","1:41.275","1:40.593"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Valtteri Bottas","bottas","Mercedes",77,2,"1:43.026","1:41.502","1:41.027"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,3,"1:42.678","1:42.090","1:41.693"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Sebastian Vettel","vettel","Ferrari",5,4,"1:42.952","1:41.911","1:41.841"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Max Verstappen","max_verstappen","Red Bull",33,5,"1:42.544","1:41.961","1:41.879"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Sergio Pérez","perez","Force India",11,6,"1:43.162","1:42.467","1:42.111"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Esteban Ocon","ocon","Force India",31,7,"1:43.051","1:42.751","1:42.186"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Lance Stroll","stroll","Williams",18,8,"1:43.613","1:42.284","1:42.753"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Felipe Massa","massa","Williams",19,9,"1:43.165","1:42.735","1:42.798"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,10,"1:42.857","1:42.215","1:43.414"
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Daniil Kvyat","kvyat","Toro Rosso",26,11,"1:42.927","1:43.186",NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Carlos Sainz","sainz","Toro Rosso",55,12,"1:43.489","1:43.347",NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Kevin Magnussen","kevin_magnussen","Haas F1 Team",20,13,"1:44.029","1:43.796",NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Nico Hülkenberg","hulkenberg","Renault",27,14,"1:43.930","1:44.267",NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Pascal Wehrlein","wehrlein","Sauber",94,15,"1:44.317","1:44.603",NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Fernando Alonso","alonso","McLaren",14,16,"1:44.334",NULL,NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,17,"1:44.468",NULL,NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Marcus Ericsson","ericsson","Sauber",9,18,"1:44.795",NULL,NULL
8,"Azerbaijan Grand Prix","Baku City Circuit",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,19,"1:45.030",NULL,NULL
7,"Monaco Grand Prix","Circuit de Monaco",2003,"Jenson Button","button","BAR",17,20,NULL,NULL,NULL
9,"Austrian Grand Prix","Red Bull Ring",2017,"Valtteri Bottas","bottas","Mercedes",77,1,"1:05.760","1:04.316","1:04.251"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Sebastian Vettel","vettel","Ferrari",5,2,"1:05.585","1:04.772","1:04.293"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Lewis Hamilton","hamilton","Mercedes",44,3,"1:05.064","1:04.800","1:04.424"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Kimi Räikkönen","raikkonen","Ferrari",7,4,"1:05.148","1:05.004","1:04.779"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Daniel Ricciardo","ricciardo","Red Bull",3,5,"1:05.854","1:05.161","1:04.896"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Max Verstappen","max_verstappen","Red Bull",33,6,"1:05.779","1:04.948","1:04.983"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Romain Grosjean","grosjean","Haas F1 Team",8,7,"1:05.902","1:05.319","1:05.480"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Sergio Pérez","perez","Force India",11,8,"1:05.975","1:05.435","1:05.605"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Esteban Ocon","ocon","Force India",31,9,"1:06.033","1:05.550","1:05.674"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Carlos Sainz","sainz","Toro Rosso",55,10,"1:05.675","1:05.544","1:05.726"
9,"Austrian Grand Prix","Red Bull Ring",2017,"Nico Hülkenberg","hulkenberg","Renault",27,11,"1:06.174","1:05.597",NULL
9,"Austrian Grand Prix","Red Bull Ring",2017,"Fernando Alonso","alonso","McLaren",14,12,"1:06.158","1:05.602",NULL
9,"Austrian Grand Prix","Red Bull Ring",2017,"Stoffel Vandoorne","vandoorne","McLaren",2,13,"1:06.316","1:05.741",NULL
